1652899846307,2114.9104736561003
1652899849009,2234.632249883798
1652899851779,2259.30597912337
1652899854595,2262.7587617373274
1652899857435,2260.893921582678
1652899860303,2255.894066315786
1652899863166,2252.960135042732
1652899866046,2249.147145709994
1652899868923,2246.3650638963027
1652899871814,2243.046021826534
1652899874708,2240.1418449745593
1652899877604,2237.5868240659797
1652899880486,2236.274808536891
1652899883382,2234.38471736222
1652899886279,2232.7067678887083
1652899889188,2230.638679304348
1652899892091,2229.076589142858
1652899894999,2227.518024103225
1652899902806,2042.8578121003623
1652899906077,2038.3847234648422
1652899909008,2044.8556386356759
1652899912021,2048.3231830938903
1652899914965,2053.4951807209923
1652899917900,2058.489006505028
1652899920840,2062.9477968970737
1652899923768,2067.4505996441094
1652899926706,2071.344847239275
1652899929629,2075.3315219802207
1652899932552,2079.1057041513495
1652899935486,2082.3513246332454
1652899938418,2085.447833973685
1652899941354,2088.2816311990077
1652899944293,2090.8787943672264
1652899947232,2093.3316312925303
1652899950162,2095.833028651567
1652899953105,2097.938103052707
1652899958076,2062.8367798575023
1652899961774,2052.456179946965
1652899964724,2055.296584967842
1652899967670,2058.0723534123185
1652899970667,2059.8933184924213
1652899973598,2062.6769711418256
1652899976539,2065.1922161654825
1652899979490,2067.4399113892314
1652899982444,2069.5281750528316
1652899985402,2071.513095618139
1652899988341,2073.648244997124
1652899991278,2075.7464391897597
1652899994220,2077.699173780429
1652899997171,2079.4235174014766
1652900000099,2081.42794378866
1652900003059,2082.914730177891
1652900006011,2084.4657277266706
1652900008952,2086.100076000713
1652900011894,2087.6371046058125
1652900017554,2056.5699079901747
1652900020520,2058.266590569056
1652900023532,2059.3754072693678
1652900026483,2061.1381120438696
1652900029435,2062.8300930308396
1652900032385,2064.5071915608205
1652900035323,2066.241118782814
1652900038289,2067.6414135701375
1652900041230,2069.2499751835658
1652900044190,2070.6185808280725
1652900047146,2071.9884265404594
1652900050096,2073.376947259212
1652900053038,2074.8081729119826
1652900055987,2076.1387164669213
1652900058920,2077.5668308162935
1652900061878,2078.7345219280337
1652900064825,2079.976588804112
1652900067763,2081.2631064382535
1652900073086,2060.9013693625466
1652900076332,2059.6687513500597
1652900079286,2061.0029364543825
1652900082303,2061.7651461950154
1652900085246,2063.135404095831
1652900088197,2064.406941377981
1652900091145,2065.6791610080213
1652900094118,2066.710207808111
1652900097067,2067.91816053044
1652900100006,2069.1710963020414
1652900102960,2070.278021759792
1652900105915,2071.3523846025746
1652900108863,2072.4597212004396
1652900111818,2073.488675437493
1652900114766,2074.547165718293
1652900117712,2075.5951911983816
1652900120667,2076.5608728567186
