1651633333954,11141.31468398798
1651633437944,12320.181412587155
1651633541502,12371.48733739032
1651633649163,12390.644896372769
1651633752752,12367.820618378524
1651633856350,12366.69353932323
1651633959906,12371.819053537092
1651634066906,12386.174610471731
1651634170408,12378.264928614186
1651634273906,12378.671832791151
1651634377420,12376.801862933058
1651634484385,12394.222820093939
1651634587848,12382.857740396294
1651634691290,12385.441628152437
1651634794774,12380.390877540347
1651634906705,11824.605570587122
1651635012676,12089.862515323692
1651635116178,12378.137986829252
1651635222352,12066.794773574404
1651635329403,12384.023928269526
1651635432924,12375.945258932314
1651635536433,12377.45844204525
1651635639952,12376.197972003796
1651635747005,12381.873279549383
1651635850562,12371.69882360484
1651635954136,12369.597897243535
1651636057693,12371.626305092994
1651636164776,12380.306419984401
1651636268406,12362.943591299085
1651636371975,12370.284809000095
1651636475551,12369.311656699605
1651636582648,12379.312753990867
1651636686247,12366.640887740803
1651636789819,12369.866581909417
1651636893367,12372.750067223362
